2021-12-02 18:18:30,561 INFO    MainThread:362036 [wandb_init.py:_pause_backend():270] pausing backend
2021-12-02 18:18:30,561 INFO    MainThread:362036 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2021-12-02 18:19:09,827 INFO    MainThread:362036 [wandb_init.py:_resume_backend():279] resuming backend
2021-12-02 18:19:09,828 INFO    MainThread:362036 [wandb_init.py:_pause_backend():270] pausing backend
2021-12-02 18:19:09,828 INFO    MainThread:362036 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2021-12-02 18:19:39,190 INFO    MainThread:362036 [wandb_init.py:_resume_backend():279] resuming backend
2021-12-02 18:20:40,801 INFO    MainThread:362036 [wandb_init.py:_pause_backend():270] pausing backend
2021-12-02 18:20:40,801 INFO    MainThread:362036 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2021-12-02 18:22:23,404 INFO    MainThread:362036 [wandb_init.py:_resume_backend():279] resuming backend
2021-12-02 18:23:25,103 INFO    MainThread:362036 [wandb_init.py:_pause_backend():270] pausing backend
2021-12-02 18:23:25,103 INFO    MainThread:362036 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2021-12-02 18:23:25,107 INFO    MainThread:362036 [wandb_init.py:_resume_backend():279] resuming backend
2021-12-02 18:23:25,159 INFO    MainThread:362036 [wandb_init.py:_pause_backend():270] pausing backend
2021-12-02 18:23:25,159 INFO    MainThread:362036 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2021-12-02 18:23:25,162 INFO    MainThread:362036 [wandb_init.py:_resume_backend():279] resuming backend
2021-12-02 18:23:25,206 INFO    MainThread:362036 [wandb_init.py:_pause_backend():270] pausing backend
2021-12-02 18:23:25,206 INFO    MainThread:362036 [jupyter.py:save_ipynb():374] not saving jupyter notebook
